scan_id,organs_in_report,lost_by_threshold,retained_by_threshold
train_14276_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_8791_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_1113_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_1084_a,"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'trachea', 'heart', 'lung']"
train_15955_a,"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung', 'stomach']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung', 'stomach']"
train_3508_b,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_3508_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_10620_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_10620_b,"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']"
train_11409_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_9969_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_11462_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_168_a,"['rib', 'esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['rib', 'esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'heart', 'lung']"
train_17862_a,"['esophagus', 'liver', 'kidney', 'aorta', 'heart', 'lung']",['kidney'],"['esophagus', 'liver', 'aorta', 'heart', 'lung']"
train_4125_a,"['liver', 'esophagus', 'trachea', 'lung']",[],"['liver', 'esophagus', 'trachea', 'lung']"
train_17476_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_10991_a,"['trachea', 'heart', 'lung']",[],"['trachea', 'heart', 'lung']"
train_19675_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_4263_a,"['esophagus', 'trachea', 'autochthon', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'autochthon', 'aorta', 'heart', 'lung']"
train_4902_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung', 'stomach']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung', 'stomach']"
train_4669_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_18833_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_18804_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_4895_a,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_19686_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_15755_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_11398_a,"['esophagus', 'liver', 'trachea', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'gallbladder', 'heart', 'lung']"
train_14955_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'gallbladder', 'heart', 'lung']","['kidney', 'gallbladder']","['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_17359_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_1294_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_14969_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_11528_a,"['esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_1446_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_11534_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_16579_a,"['trachea', 'heart', 'lung']",[],"['trachea', 'heart', 'lung']"
train_11099_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_11099_b,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_16513_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_18704_a,"['liver', 'trachea', 'heart', 'lung']",[],"['liver', 'trachea', 'heart', 'lung']"
train_11010_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_16742_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_504_a,"['esophagus', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_15055_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_14657_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_19001_a,['lung'],[],['lung']
train_15458_a,"['liver', 'esophagus', 'trachea', 'lung']",[],"['liver', 'esophagus', 'trachea', 'lung']"
train_17627_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_7902_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_12776_a,"['esophagus', 'heart', 'lung', 'kidney']",[],"['esophagus', 'heart', 'lung', 'kidney']"
train_15086_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_13139_a,"['liver', 'esophagus', 'trachea', 'lung']",[],"['liver', 'esophagus', 'trachea', 'lung']"
train_12599_a,"['trachea', 'heart', 'lung', 'aorta']",[],"['trachea', 'heart', 'lung', 'aorta']"
train_13715_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_7403_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_16346_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_294_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_5186_a,"['liver', 'lung']",[],"['liver', 'lung']"
train_17784_a,"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']"
train_14401_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_18545_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_16471_a,"['esophagus', 'trachea', 'heart', 'lung', 'stomach']",[],"['esophagus', 'trachea', 'heart', 'lung', 'stomach']"
train_17721_a,"['liver', 'trachea', 'gallbladder', 'heart', 'lung']",[],"['liver', 'trachea', 'gallbladder', 'heart', 'lung']"
train_109_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_10775_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_179_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_9001_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_10382_a,"['esophagus', 'spleen', 'liver', 'kidney', 'aorta', 'heart', 'lung', 'stomach']",['kidney'],"['esophagus', 'spleen', 'liver', 'aorta', 'heart', 'lung', 'stomach']"
train_11794_a,"['esophagus', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_5362_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_3923_a,"['esophagus', 'spleen', 'liver', 'aorta', 'gallbladder', 'pancreas', 'lung']",[],"['esophagus', 'spleen', 'liver', 'aorta', 'gallbladder', 'pancreas', 'lung']"
train_3923_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_18059_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",['kidney'],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_3441_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_3441_b,"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']"
train_3441_c,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_14741_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_6392_a,"['heart', 'trachea', 'lung', 'gallbladder']",[],"['heart', 'trachea', 'lung', 'gallbladder']"
train_19884_a,"['liver', 'heart', 'lung']",[],"['liver', 'heart', 'lung']"
train_10543_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_10543_b,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_7112_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_6880_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_18584_a,"['heart', 'esophagus', 'lung']",[],"['heart', 'esophagus', 'lung']"
train_11577_a,"['rib', 'esophagus', 'liver', 'kidney', 'heart', 'lung']",[],"['rib', 'esophagus', 'liver', 'kidney', 'heart', 'lung']"
train_11577_b,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_7121_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_14720_a,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_16266_a,"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']"
train_8329_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_16052_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_13078_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_3666_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_3895_a,"['esophagus', 'trachea', 'lung', 'aorta']",[],"['esophagus', 'trachea', 'lung', 'aorta']"
train_3985_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",['kidney'],"['esophagus', 'trachea', 'heart', 'lung']"
train_11855_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_402_a,"['esophagus', 'trachea', 'heart', 'lung']",[],"['esophagus', 'trachea', 'heart', 'lung']"
train_7330_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_14512_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",['trachea'],"['esophagus', 'liver', 'aorta', 'heart', 'lung']"
train_5970_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'lung']"
train_8615_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_13537_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_10533_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_1478_b,"['colon', 'heart', 'lung', 'kidney']",[],"['colon', 'heart', 'lung', 'kidney']"
train_1478_a,"['esophagus', 'spleen', 'liver', 'colon', 'trachea', 'aorta', 'heart', 'lung']",['colon'],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_16616_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_10040_a,"['spleen', 'liver', 'kidney', 'aorta', 'pancreas', 'lung']",[],"['spleen', 'liver', 'kidney', 'aorta', 'pancreas', 'lung']"
train_9539_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_2916_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_1442_a,"['spleen', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",['kidney'],"['spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_442_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_5799_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_4744_a,"['esophagus', 'liver', 'trachea', 'autochthon', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'autochthon', 'kidney', 'aorta', 'heart', 'lung']"
train_16754_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_16754_b,"['trachea', 'heart', 'esophagus', 'lung']",[],"['trachea', 'heart', 'esophagus', 'lung']"
train_16754_d,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_16754_c,"['esophagus', 'spleen', 'liver', 'trachea', 'stomach', 'heart', 'lung', 'face']",['face'],"['esophagus', 'spleen', 'liver', 'trachea', 'stomach', 'heart', 'lung']"
train_8792_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_17310_a,"['esophagus', 'trachea', 'lung']",[],"['esophagus', 'trachea', 'lung']"
train_7766_a,"['esophagus', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_15558_c,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
train_15558_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_15558_b,"['colon', 'aorta', 'pancreas', 'gluteus', 'heart', 'rib', 'esophagus', 'liver', 'clavicula', 'iliopsoas', 'face', 'scapula', 'femur', 'hip', 'spleen', 'autochthon', 'kidney', 'sacrum', 'gallbladder', 'humerus', 'lung', 'stomach', 'brain', 'trachea']","['gluteus', 'iliopsoas', 'face', 'femur', 'hip', 'kidney', 'sacrum', 'brain']","['colon', 'aorta', 'pancreas', 'heart', 'rib', 'esophagus', 'liver', 'clavicula', 'scapula', 'spleen', 'autochthon', 'gallbladder', 'humerus', 'lung', 'stomach', 'trachea']"
train_17159_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung', 'stomach']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung', 'stomach']"
train_3833_a,"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']"
train_9057_a,"['liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['liver', 'trachea', 'aorta', 'heart', 'lung']"
train_16337_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_394_a,"['esophagus', 'trachea', 'heart', 'lung', 'stomach']",[],"['esophagus', 'trachea', 'heart', 'lung', 'stomach']"
train_14628_a,"['liver', 'esophagus', 'lung', 'aorta']",[],"['liver', 'esophagus', 'lung', 'aorta']"
train_11796_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_11796_b,"['heart', 'lung']",[],"['heart', 'lung']"
train_8139_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_12074_a,"['rib', 'esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['rib', 'esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_18527_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_16903_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_14526_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_16592_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_9253_a,"['liver', 'trachea', 'pancreas', 'heart', 'lung']",[],"['liver', 'trachea', 'pancreas', 'heart', 'lung']"
train_9253_b,"['esophagus', 'liver', 'trachea', 'kidney', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'pancreas', 'heart', 'lung']"
train_18001_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_18001_c,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_18001_b,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_9703_a,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
train_9703_b,['lung'],[],['lung']
train_8885_a,"['rib', 'humerus', 'heart', 'lung']",[],"['rib', 'humerus', 'heart', 'lung']"
train_6873_a,"['trachea', 'heart', 'kidney', 'lung']",['kidney'],"['trachea', 'heart', 'lung']"
train_6171_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_17666_a,"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'heart', 'lung']"
train_10082_c,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'pancreas', 'heart', 'lung']"
train_10082_b,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'pancreas', 'heart', 'lung']"
train_10082_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'pancreas', 'heart', 'lung']"
train_15821_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_10667_a,"['liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_18413_a,"['esophagus', 'heart', 'lung']",[],"['esophagus', 'heart', 'lung']"
train_13384_a,"['liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['liver', 'trachea', 'kidney', 'heart', 'lung']"
train_5344_a,"['esophagus', 'liver', 'trachea', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'gallbladder', 'heart', 'lung']"
train_5344_b,"['esophagus', 'liver', 'trachea', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'gallbladder', 'heart', 'lung']"
train_10810_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_10073_b,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_10073_a,"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']"
train_2268_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
